CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
418,Lao People's Democratic Republic,,,,,40,40,40,40,41,43,45,48,50,52,55,57,59,61,63,65,68,70
428,Latvia,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
422,Lebanon,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
426,Lesotho,80,80,80,80,81,80,80,80,80,80,79,79,79,79,79,79,78,78,78,78,78,78
430,Liberia,,,,,58,58,60,59,58,59,61,62,63,65,67,67,68,69,71,72,73,74
434,Libyan Arab Jamahiriya,54,54,54,54,54,54,54,54,54,54,54,54,,,,,,,,,,
438,Liechtenstein,,,,,,,,,,,,,,,,,,,,,,
440,Lithuania,,,,,,,,92,92,92,92,92,92,92,92,92,92,92,92,92,,
442,Luxembourg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
450,Madagascar,29,30,31,32,33,34,34,35,36,37,38,39,40,40,41,42,43,44,45,46,47,48
454,Malawi,42,44,46,48,50,52,54,57,59,61,63,64,66,68,70,72,74,76,78,80,82,84
458,Malaysia,88,89,90,91,92,92,93,94,95,96,96,97,98,99,99,100,100,100,100,100,100,100
462,Maldives,93,93,93,93,93,94,94,94,95,95,95,96,96,96,97,97,97,97,98,98,98,99
466,Mali,28,30,32,33,35,37,38,40,42,44,45,47,49,51,53,54,56,58,60,62,64,65
470,Malta,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
584,Marshall Islands,92,92,92,92,92,93,93,93,93,93,93,93,93,93,94,94,94,94,94,94,94,94
474,Martinique,,,82,82,82,82,81,83,85,86,88,89,91,93,94,96,98,99,100,100,100,100
478,Mauritania,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,46,47,48,49,50,50,50
480,Mauritius,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100,100,100,100,100
175,Mayotte,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,82,83,84,84,85,86,86,87,87,88,89,89,90,90,91,91,92,92,93,93,94,94
583,Micronesia,91,91,91,91,91,91,91,90,90,90,90,90,90,90,90,90,90,89,89,89,89,89
492,Monaco,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
496,Mongolia,54,54,54,54,54,56,57,59,61,63,65,67,70,72,74,77,79,81,83,84,85,85
499,Montenegro,97,97,97,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
500,Montserrat,97,97,97,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99
504,Morocco,73,74,74,75,75,76,76,77,77,78,78,78,79,79,80,80,81,81,81,82,82,82
508,Mozambique,34,35,35,36,36,37,38,39,40,41,41,42,42,43,43,44,44,45,45,46,47,47
104,Myanmar,56,56,56,56,57,59,61,62,64,65,67,68,70,72,73,75,76,78,80,81,83,84
516,Namibia,64,66,68,69,71,73,74,76,77,79,80,82,83,85,86,88,89,91,92,93,93,93
520,Nauru,,,,,,,93,93,93,93,93,93,94,94,94,94,95,95,95,95,96,96
524,Nepal,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88
528,Netherlands,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
530,Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,
540,New Caledonia,,,,,,,,,94,94,94,94,94,95,95,95,96,96,97,97,98,98
554,New Zealand,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
558,Nicaragua,74,74,75,76,76,77,78,78,79,79,80,81,81,82,82,83,84,84,85,85,85,85
562,Niger,35,35,36,37,38,38,39,40,41,41,42,43,44,44,45,46,47,48,48,49,50,50
566,Nigeria,47,48,49,50,50,51,52,53,53,54,55,55,56,57,57,58,58,59,60,60,61,61
570,Niue,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
580,Northern Mariana Islands,94,94,94,95,95,95,95,95,95,95,95,95,96,96,96,96,96,96,96,96,96,97
578,Norway,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
512,Oman,79,79,79,80,80,80,81,82,83,83,84,85,85,86,87,88,88,89,90,91,92,92
586,Pakistan,85,86,86,86,87,87,87,87,88,88,88,89,89,89,89,90,90,90,91,91,91,91
585,Palau,90,90,91,91,91,91,92,92,92,92,92,93,93,94,94,94,95,95,95,95,95,95
591,Panama,84,85,85,86,87,87,88,89,89,90,90,91,91,92,92,93,93,93,94,94,94,94
598,Papua New Guinea,33,33,33,33,33,33,34,34,34,35,35,36,36,36,37,37,38,38,39,39,40,40
600,Paraguay,52,54,57,59,61,63,65,67,70,72,74,76,78,80,82,84,86,86,86,86,86,
604,Peru,75,75,76,77,77,78,78,79,79,80,80,81,81,82,82,83,83,84,84,84,85,85
608,Philippines,85,85,86,86,86,87,87,87,88,88,89,89,89,90,90,90,91,91,92,92,92,92
616,Poland,,,,,,,,,,,,,,,,,,,,,,
620,Portugal,96,96,97,97,97,97,97,97,98,98,98,98,98,98,99,99,99,99,99,99,100,100
630,Puerto Rico,94,94,94,94,94,94,94,94,94,94,94,94,,,,,,,,,,
634,Qatar,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
498,Republic of Moldova,,,93,93,93,93,93,93,93,93,93,94,94,94,94,94,95,95,95,96,96,96
638,Reunion,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
642,Romania,75,76,77,78,79,80,81,82,82,83,84,85,86,87,88,88,88,88,88,,,
643,Russian Federation,93,93,94,94,94,94,94,94,95,95,95,95,95,96,96,96,96,96,97,97,97,97
646,Rwanda,62,62,62,63,63,64,64,65,65,66,66,67,67,67,68,68,68,68,68,69,69,69
659,Saint Kitts and Nevis,,,,,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98
662,Saint Lucia,93,93,93,93,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94,94
670,Saint Vincent and the Grenadines,88,89,89,90,90,91,91,92,92,93,93,94,95,95,95,95,95,95,95,95,95,95
882,Samoa,89,89,90,90,91,91,92,92,92,93,93,94,94,95,95,95,96,96,97,97,98,98
674,San Marino,,,,,,,,,,,,,,,,,,,,,,
678,Sao Tome and Principe,,,,,74,74,74,74,75,76,78,80,82,84,85,87,89,90,92,94,95,97
682,Saudi Arabia,92,92,92,93,93,93,94,94,94,95,95,95,96,96,96,97,97,97,97,97,97,97
686,Senegal,60,60,61,62,62,63,64,64,65,66,66,67,67,68,69,69,70,71,71,72,73,73
688,Serbia,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,99,99,99,99,99,99,99
690,Seychelles,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
694,Sierra Leone,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,55,56,57
702,Singapore,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
703,Slovakia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
705,Slovenia,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
90,Solomon Islands,,,,,,,,,,,78,79,79,79,79,79,79,79,79,79,79,79
706,Somalia,,,,19,19,19,19,19,20,21,21,22,23,24,25,26,27,29,29,29,29,30
710,South Africa,83,83,83,83,83,84,84,85,85,86,87,87,88,88,89,89,90,90,90,91,91,91
724,Spain,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
144,Sri Lanka,68,69,70,71,72,73,75,76,77,78,79,80,82,83,84,85,86,88,89,90,91,93
275,State of Palestine,,96,97,97,97,97,97,96,94,93,92,91,90,88,87,86,84,83,82,82,82,82
736,Sudan (former),67,68,67,67,66,66,65,64,63,63,62,61,61,60,59,58,58,57,56,56,55,55
740,Suriname,,,,,88,88,88,89,89,89,89,90,90,90,91,91,91,91,92,92,92,92
748,Swaziland,39,39,39,39,41,43,45,46,48,50,52,54,56,57,59,61,63,65,67,68,70,72
752,Sweden,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
756,Switzerland,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
760,Syrian Arab Republic,86,86,86,86,86,86,86,87,87,87,88,88,88,88,88,89,89,89,89,90,90,90
762,Tajikistan,,,,61,61,60,60,60,60,60,61,61,62,62,63,63,64,64,64,65,65,66
764,Thailand,86,87,87,88,89,89,90,90,91,91,92,92,93,93,94,94,95,95,96,96,96,96
807,Macedonia,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,100
626,Timor-Leste,,,,,,53,53,53,53,53,54,56,57,58,60,61,62,64,65,66,68,69
768,Togo,48,49,49,50,50,51,51,52,52,53,53,54,54,55,55,56,56,57,57,58,58,59
772,Tokelau,90,90,90,90,90,91,91,92,92,93,93,94,94,95,95,96,96,97,97,97,97,97
776,Tonga,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
780,Trinidad and Tobago,89,89,89,90,90,90,90,91,91,91,92,92,92,93,93,93,94,94,94,94,94,94
788,Tunisia,82,82,83,84,85,86,87,87,88,89,89,90,91,91,92,93,93,94,95,95,96,96
792,Turkey,85,86,86,87,88,89,90,91,91,92,93,94,94,95,96,97,97,98,99,99,100,100
795,Turkmenistan,,,,,86,86,86,87,87,85,83,82,80,79,77,75,74,72,71,71,71,71
796,Turks and Caicos Islands,,,,,,87,87,87,87,87,87,87,87,87,87,87,87,87,,,,
798,Tuvalu,90,90,91,91,92,92,92,93,93,94,94,94,95,95,96,96,96,97,97,98,98,98
800,Uganda,41,42,44,46,47,49,50,52,54,55,57,58,60,62,63,65,67,68,70,72,73,75
804,Ukraine,,,,,97,97,97,97,97,97,97,97,97,97,97,98,98,98,98,98,98,98
784,United Arab Emirates,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
826,United Kingdom,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
834,Tanzania,55,55,55,55,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54,54,53,53
840,United States,98,98,98,98,98,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
850,United States Virgin Islands,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
858,Uruguay,96,97,97,97,97,97,97,97,98,98,98,98,98,98,99,99,99,99,99,100,100,100
860,Uzbekistan,90,90,90,90,90,90,89,89,89,89,89,89,88,88,88,88,88,87,87,87,87,87
548,Vanuatu,62,63,65,66,68,69,70,72,73,75,76,77,79,80,81,83,84,85,87,88,89,91
862,Venezuela,90,90,90,91,91,91,91,92,92,92,92,92,92,93,93,93,93,93,,,,
704,Viet Nam,58,60,62,64,66,67,69,71,73,75,77,78,80,82,84,85,87,89,91,92,94,96
732,Western Sahara,,,,,,,,,,,,,,,,,,,,,,
887,Yemen,66,66,65,64,64,63,63,62,61,61,60,59,59,58,57,56,56,55,54,54,55,55
894,Zambia,48,49,49,50,50,51,51,52,52,53,54,54,55,57,57,58,59,60,61,62,63,64
716,Zimbabwe,79,79,79,79,79,79,79,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
