CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
178,Congo,420,adsf,adsf,adsf,adsf,480,adsf,adsf,adsf,adsf,540,adsf,adsf,adsf,adsf,550,adsf,adsf,adsf,adsf,560
188,Costa Rica,38,adsf,adsf,adsf,adsf,45,adsf,adsf,adsf,adsf,47,adsf,adsf,adsf,adsf,50,adsf,adsf,adsf,adsf,40
384,Cote d'Ivoire,710,adsf,adsf,adsf,adsf,660,adsf,adsf,adsf,adsf,590,adsf,adsf,adsf,adsf,510,adsf,adsf,adsf,adsf,400
191,Croatia,8,adsf,adsf,adsf,adsf,14,adsf,adsf,adsf,adsf,11,adsf,adsf,adsf,adsf,14,adsf,adsf,adsf,adsf,17
192,Cuba,63,adsf,adsf,adsf,adsf,61,adsf,adsf,adsf,adsf,63,adsf,adsf,adsf,adsf,67,adsf,adsf,adsf,adsf,73
196,Cyprus,17,adsf,adsf,adsf,adsf,17,adsf,adsf,adsf,adsf,15,adsf,adsf,adsf,adsf,12,adsf,adsf,adsf,adsf,10
203,Czech Republic,15,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,5
180,Democratic Republic of the Congo,930,adsf,adsf,adsf,adsf,870,adsf,adsf,adsf,adsf,770,adsf,adsf,adsf,adsf,660,adsf,adsf,adsf,adsf,540
208,Denmark,13,adsf,adsf,adsf,adsf,19,adsf,adsf,adsf,adsf,8,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,12
262,Djibouti,290,adsf,adsf,adsf,adsf,290,adsf,adsf,adsf,adsf,290,adsf,adsf,adsf,adsf,220,adsf,adsf,adsf,adsf,200
214,Dominican Republic,220,adsf,adsf,adsf,adsf,170,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,150
218,Ecuador,180,adsf,adsf,adsf,adsf,150,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,110
818,Egypt,230,adsf,adsf,adsf,adsf,150,adsf,adsf,adsf,adsf,100,adsf,adsf,adsf,adsf,78,adsf,adsf,adsf,adsf,66
222,El Salvador,150,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,94,adsf,adsf,adsf,adsf,81
226,Equatorial Guinea,1200,adsf,adsf,adsf,adsf,1000,adsf,adsf,adsf,adsf,450,adsf,adsf,adsf,adsf,270,adsf,adsf,adsf,adsf,240
232,Eritrea,880,adsf,adsf,adsf,adsf,550,adsf,adsf,adsf,adsf,390,adsf,adsf,adsf,adsf,300,adsf,adsf,adsf,adsf,240
233,Estonia,48,adsf,adsf,adsf,adsf,46,adsf,adsf,adsf,adsf,28,adsf,adsf,adsf,adsf,23,adsf,adsf,adsf,adsf,2
231,Ethiopia,950,adsf,adsf,adsf,adsf,880,adsf,adsf,adsf,adsf,700,adsf,adsf,adsf,adsf,510,adsf,adsf,adsf,adsf,350
242,Fiji,32,adsf,adsf,adsf,adsf,33,adsf,adsf,adsf,adsf,31,adsf,adsf,adsf,adsf,29,adsf,adsf,adsf,adsf,26
246,Finland,7,adsf,adsf,adsf,adsf,5,adsf,adsf,adsf,adsf,5,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,5
250,France,13,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,8,adsf,adsf,adsf,adsf,8
266,Gabon,270,adsf,adsf,adsf,adsf,260,adsf,adsf,adsf,adsf,270,adsf,adsf,adsf,adsf,260,adsf,adsf,adsf,adsf,230
270,Gambia,700,adsf,adsf,adsf,adsf,650,adsf,adsf,adsf,adsf,520,adsf,adsf,adsf,adsf,430,adsf,adsf,adsf,adsf,360
268,Georgia,63,adsf,adsf,adsf,adsf,75,adsf,adsf,adsf,adsf,58,adsf,adsf,adsf,adsf,61,adsf,adsf,adsf,adsf,67
276,Germany,13,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,7
288,Ghana,580,adsf,adsf,adsf,adsf,590,adsf,adsf,adsf,adsf,550,adsf,adsf,adsf,adsf,440,adsf,adsf,adsf,adsf,350
300,Greece,6,adsf,adsf,adsf,adsf,2,adsf,adsf,adsf,adsf,5,adsf,adsf,adsf,adsf,3,adsf,adsf,adsf,adsf,3
308,Grenada,34,adsf,adsf,adsf,adsf,32,adsf,adsf,adsf,adsf,27,adsf,adsf,adsf,adsf,25,adsf,adsf,adsf,adsf,24
320,Guatemala,160,adsf,adsf,adsf,adsf,160,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,120
324,Guinea,1200,adsf,adsf,adsf,adsf,1100,adsf,adsf,adsf,adsf,970,adsf,adsf,adsf,adsf,800,adsf,adsf,adsf,adsf,610
624,Guinea-Bissau,1100,adsf,adsf,adsf,adsf,1000,adsf,adsf,adsf,adsf,970,adsf,adsf,adsf,adsf,890,adsf,adsf,adsf,adsf,790
328,Guyana,180,adsf,adsf,adsf,adsf,170,adsf,adsf,adsf,adsf,220,adsf,adsf,adsf,adsf,280,adsf,adsf,adsf,adsf,280
332,Haiti,620,adsf,adsf,adsf,adsf,550,adsf,adsf,adsf,adsf,460,adsf,adsf,adsf,adsf,410,adsf,adsf,adsf,adsf,350
340,Honduras,220,adsf,adsf,adsf,adsf,180,adsf,adsf,adsf,adsf,160,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,100
348,Hungary,23,adsf,adsf,adsf,adsf,23,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,21
352,Iceland,8,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,5
356,India,600,adsf,adsf,adsf,adsf,480,adsf,adsf,adsf,adsf,390,adsf,adsf,adsf,adsf,280,adsf,adsf,adsf,adsf,200
360,Indonesia,600,adsf,adsf,adsf,adsf,420,adsf,adsf,adsf,adsf,340,adsf,adsf,adsf,adsf,270,adsf,adsf,adsf,adsf,220
364,Iran,120,adsf,adsf,adsf,adsf,72,adsf,adsf,adsf,adsf,48,adsf,adsf,adsf,adsf,30,adsf,adsf,adsf,adsf,21
368,Iraq,89,adsf,adsf,adsf,adsf,84,adsf,adsf,adsf,adsf,78,adsf,adsf,adsf,adsf,74,adsf,adsf,adsf,adsf,63
372,Ireland,6,adsf,adsf,adsf,adsf,4,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,2,adsf,adsf,adsf,adsf,6
376,Israel,12,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,7
380,Italy,10,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,4,adsf,adsf,adsf,adsf,5,adsf,adsf,adsf,adsf,4
388,Jamaica,59,adsf,adsf,adsf,adsf,62,adsf,adsf,adsf,adsf,83,adsf,adsf,adsf,adsf,89,adsf,adsf,adsf,adsf,110
392,Japan,12,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,7,adsf,adsf,adsf,adsf,5
400,Jordan,110,adsf,adsf,adsf,adsf,88,adsf,adsf,adsf,adsf,79,adsf,adsf,adsf,adsf,72,adsf,adsf,adsf,adsf,63
398,Kazakhstan,92,adsf,adsf,adsf,adsf,90,adsf,adsf,adsf,adsf,70,adsf,adsf,adsf,adsf,50,adsf,adsf,adsf,adsf,51
404,Kenya,400,adsf,adsf,adsf,adsf,460,adsf,adsf,adsf,adsf,490,adsf,adsf,adsf,adsf,450,adsf,adsf,adsf,adsf,360
408,"Korea, Democratic People's Republic of",97,adsf,adsf,adsf,adsf,140,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,85,adsf,adsf,adsf,adsf,81
410,"Korea, Republic of",18,adsf,adsf,adsf,adsf,18,adsf,adsf,adsf,adsf,19,adsf,adsf,adsf,adsf,17,adsf,adsf,adsf,adsf,16
414,Kuwait,11,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,8,adsf,adsf,adsf,adsf,14
417,Kyrgyzstan,73,adsf,adsf,adsf,adsf,98,adsf,adsf,adsf,adsf,82,adsf,adsf,adsf,adsf,77,adsf,adsf,adsf,adsf,71
418,Lao People's Democratic Republic,1600,adsf,adsf,adsf,adsf,1200,adsf,adsf,adsf,adsf,870,adsf,adsf,adsf,adsf,650,adsf,adsf,adsf,adsf,470
428,Latvia,57,adsf,adsf,adsf,adsf,58,adsf,adsf,adsf,adsf,43,adsf,adsf,adsf,adsf,21,adsf,adsf,adsf,adsf,34
422,Lebanon,52,adsf,adsf,adsf,adsf,46,adsf,adsf,adsf,adsf,38,adsf,adsf,adsf,adsf,31,adsf,adsf,adsf,adsf,25
426,Lesotho,520,adsf,adsf,adsf,adsf,540,adsf,adsf,adsf,adsf,690,adsf,adsf,adsf,adsf,720,adsf,adsf,adsf,adsf,620
430,Liberia,1200,adsf,adsf,adsf,adsf,1900,adsf,adsf,adsf,adsf,1300,adsf,adsf,adsf,adsf,1100,adsf,adsf,adsf,adsf,770
434,Libyan Arab Jamahiriya,99,adsf,adsf,adsf,adsf,76,adsf,adsf,adsf,adsf,67,adsf,adsf,adsf,adsf,61,adsf,adsf,adsf,adsf,58
440,Lithuania,34,adsf,adsf,adsf,adsf,21,adsf,adsf,adsf,adsf,21,adsf,adsf,adsf,adsf,11,adsf,adsf,adsf,adsf,8
442,Luxembourg,6,adsf,adsf,adsf,adsf,11,adsf,adsf,adsf,adsf,11,adsf,adsf,adsf,adsf,17,adsf,adsf,adsf,adsf,20
450,Madagascar,640,adsf,adsf,adsf,adsf,550,adsf,adsf,adsf,adsf,400,adsf,adsf,adsf,adsf,310,adsf,adsf,adsf,adsf,240
454,Malawi,1100,adsf,adsf,adsf,adsf,1000,adsf,adsf,adsf,adsf,840,adsf,adsf,adsf,adsf,630,adsf,adsf,adsf,adsf,460
458,Malaysia,53,adsf,adsf,adsf,adsf,44,adsf,adsf,adsf,adsf,39,adsf,adsf,adsf,adsf,34,adsf,adsf,adsf,adsf,29
462,Maldives,830,adsf,adsf,adsf,adsf,390,adsf,adsf,adsf,adsf,190,adsf,adsf,adsf,adsf,94,adsf,adsf,adsf,adsf,60
466,Mali,1100,adsf,adsf,adsf,adsf,930,adsf,adsf,adsf,adsf,740,adsf,adsf,adsf,adsf,620,adsf,adsf,adsf,adsf,540
470,Malta,14,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,12,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,8
478,Mauritania,760,adsf,adsf,adsf,adsf,690,adsf,adsf,adsf,adsf,630,adsf,adsf,adsf,adsf,560,adsf,adsf,adsf,adsf,510
480,Mauritius,68,adsf,adsf,adsf,adsf,66,adsf,adsf,adsf,adsf,28,adsf,adsf,adsf,adsf,32,adsf,adsf,adsf,adsf,60
484,Mexico,92,adsf,adsf,adsf,adsf,85,adsf,adsf,adsf,adsf,82,adsf,adsf,adsf,adsf,54,adsf,adsf,adsf,adsf,50
583,Micronesia,140,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,100
496,Mongolia,120,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,96,adsf,adsf,adsf,adsf,84,adsf,adsf,adsf,adsf,63
499,Montenegro,8,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,11,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,8
504,Morocco,300,adsf,adsf,adsf,adsf,230,adsf,adsf,adsf,adsf,170,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,100
508,Mozambique,910,adsf,adsf,adsf,adsf,800,adsf,adsf,adsf,adsf,710,adsf,adsf,adsf,adsf,630,adsf,adsf,adsf,adsf,490
104,Myanmar,520,adsf,adsf,adsf,adsf,380,adsf,adsf,adsf,adsf,300,adsf,adsf,adsf,adsf,230,adsf,adsf,adsf,adsf,200
516,Namibia,200,adsf,adsf,adsf,adsf,200,adsf,adsf,adsf,adsf,280,adsf,adsf,adsf,adsf,310,adsf,adsf,adsf,adsf,200
524,Nepal,770,adsf,adsf,adsf,adsf,550,adsf,adsf,adsf,adsf,360,adsf,adsf,adsf,adsf,250,adsf,adsf,adsf,adsf,170
528,Netherlands,10,adsf,adsf,adsf,adsf,12,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,8,adsf,adsf,adsf,adsf,6
554,New Zealand,18,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,12,adsf,adsf,adsf,adsf,15,adsf,adsf,adsf,adsf,15
558,Nicaragua,170,adsf,adsf,adsf,adsf,150,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,95
562,Niger,1200,adsf,adsf,adsf,adsf,1100,adsf,adsf,adsf,adsf,870,adsf,adsf,adsf,adsf,720,adsf,adsf,adsf,adsf,590
566,Nigeria,1100,adsf,adsf,adsf,adsf,1000,adsf,adsf,adsf,adsf,970,adsf,adsf,adsf,adsf,820,adsf,adsf,adsf,adsf,630
578,Norway,9,adsf,adsf,adsf,adsf,4,adsf,adsf,adsf,adsf,8,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,7
512,Oman,110,adsf,adsf,adsf,adsf,74,adsf,adsf,adsf,adsf,51,adsf,adsf,adsf,adsf,39,adsf,adsf,adsf,adsf,32
586,Pakistan,490,adsf,adsf,adsf,adsf,440,adsf,adsf,adsf,adsf,380,adsf,adsf,adsf,adsf,310,adsf,adsf,adsf,adsf,260
591,Panama,100,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,100,adsf,adsf,adsf,adsf,92
598,Papua New Guinea,390,adsf,adsf,adsf,adsf,330,adsf,adsf,adsf,adsf,310,adsf,adsf,adsf,adsf,270,adsf,adsf,adsf,adsf,230
600,Paraguay,120,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,99
604,Peru,200,adsf,adsf,adsf,adsf,170,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,90,adsf,adsf,adsf,adsf,67
608,Philippines,170,adsf,adsf,adsf,adsf,140,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,99
616,Poland,17,adsf,adsf,adsf,adsf,14,adsf,adsf,adsf,adsf,8,adsf,adsf,adsf,adsf,5,adsf,adsf,adsf,adsf,5
620,Portugal,15,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,8,adsf,adsf,adsf,adsf,8,adsf,adsf,adsf,adsf,8
630,Puerto Rico,33,adsf,adsf,adsf,adsf,35,adsf,adsf,adsf,adsf,26,adsf,adsf,adsf,adsf,22,adsf,adsf,adsf,adsf,20
634,Qatar,15,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,11,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,7
498,Republic of Moldova,62,adsf,adsf,adsf,adsf,60,adsf,adsf,adsf,adsf,39,adsf,adsf,adsf,adsf,25,adsf,adsf,adsf,adsf,41
642,Romania,170,adsf,adsf,adsf,adsf,72,adsf,adsf,adsf,adsf,52,adsf,adsf,adsf,adsf,30,adsf,adsf,adsf,adsf,27
643,Russian Federation,74,adsf,adsf,adsf,adsf,72,adsf,adsf,adsf,adsf,57,adsf,adsf,adsf,adsf,37,adsf,adsf,adsf,adsf,34
646,Rwanda,910,adsf,adsf,adsf,adsf,1000,adsf,adsf,adsf,adsf,840,adsf,adsf,adsf,adsf,550,adsf,adsf,adsf,adsf,340
662,Saint Lucia,64,adsf,adsf,adsf,adsf,55,adsf,adsf,adsf,adsf,46,adsf,adsf,adsf,adsf,40,adsf,adsf,adsf,adsf,35
670,Saint Vincent and the Grenadines,59,adsf,adsf,adsf,adsf,87,adsf,adsf,adsf,adsf,88,adsf,adsf,adsf,adsf,64,adsf,adsf,adsf,adsf,48
882,Samoa,260,adsf,adsf,adsf,adsf,180,adsf,adsf,adsf,adsf,150,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,100
678,Sao Tome and Principe,150,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,87,adsf,adsf,adsf,adsf,70
682,Saudi Arabia,44,adsf,adsf,adsf,adsf,33,adsf,adsf,adsf,adsf,27,adsf,adsf,adsf,adsf,25,adsf,adsf,adsf,adsf,24
686,Senegal,670,adsf,adsf,adsf,adsf,590,adsf,adsf,adsf,adsf,500,adsf,adsf,adsf,adsf,430,adsf,adsf,adsf,adsf,370
688,Serbia,23,adsf,adsf,adsf,adsf,25,adsf,adsf,adsf,adsf,12,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,12
694,Sierra Leone,1300,adsf,adsf,adsf,adsf,1300,adsf,adsf,adsf,adsf,1300,adsf,adsf,adsf,adsf,1000,adsf,adsf,adsf,adsf,890
702,Singapore,6,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,15,adsf,adsf,adsf,adsf,9,adsf,adsf,adsf,adsf,3
703,Slovakia,15,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,6
705,Slovenia,11,adsf,adsf,adsf,adsf,13,adsf,adsf,adsf,adsf,12,adsf,adsf,adsf,adsf,14,adsf,adsf,adsf,adsf,12
90,Solomon Islands,150,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,93
706,Somalia,890,adsf,adsf,adsf,adsf,970,adsf,adsf,adsf,adsf,1000,adsf,adsf,adsf,adsf,1000,adsf,adsf,adsf,adsf,1000
710,South Africa,250,adsf,adsf,adsf,adsf,260,adsf,adsf,adsf,adsf,330,adsf,adsf,adsf,adsf,360,adsf,adsf,adsf,adsf,300
724,Spain,7,adsf,adsf,adsf,adsf,4,adsf,adsf,adsf,adsf,5,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,6
144,Sri Lanka,85,adsf,adsf,adsf,adsf,74,adsf,adsf,adsf,adsf,58,adsf,adsf,adsf,adsf,44,adsf,adsf,adsf,adsf,35
275,State of Palestine,90,adsf,adsf,adsf,adsf,72,adsf,adsf,adsf,adsf,64,adsf,adsf,adsf,adsf,67,adsf,adsf,adsf,adsf,64
736,Sudan (former),1000,adsf,adsf,adsf,adsf,930,adsf,adsf,adsf,adsf,870,adsf,adsf,adsf,adsf,800,adsf,adsf,adsf,adsf,730
740,Suriname,84,adsf,adsf,adsf,adsf,39,adsf,adsf,adsf,adsf,130,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,130
748,Swaziland,300,adsf,adsf,adsf,adsf,290,adsf,adsf,adsf,adsf,360,adsf,adsf,adsf,adsf,420,adsf,adsf,adsf,adsf,320
752,Sweden,6,adsf,adsf,adsf,adsf,5,adsf,adsf,adsf,adsf,5,adsf,adsf,adsf,adsf,4,adsf,adsf,adsf,adsf,4
756,Switzerland,7,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,6,adsf,adsf,adsf,adsf,8
760,Syrian Arab Republic,240,adsf,adsf,adsf,adsf,160,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,89,adsf,adsf,adsf,adsf,70
762,Tajikistan,94,adsf,adsf,adsf,adsf,160,adsf,adsf,adsf,adsf,120,adsf,adsf,adsf,adsf,79,adsf,adsf,adsf,adsf,65
764,Thailand,54,adsf,adsf,adsf,adsf,54,adsf,adsf,adsf,adsf,66,adsf,adsf,adsf,adsf,54,adsf,adsf,adsf,adsf,48
807,The former Yugoslav Republic of Macedonia,16,adsf,adsf,adsf,adsf,14,adsf,adsf,adsf,adsf,15,adsf,adsf,adsf,adsf,10,adsf,adsf,adsf,adsf,10
626,Timor-Leste,1000,adsf,adsf,adsf,adsf,880,adsf,adsf,adsf,adsf,610,adsf,adsf,adsf,adsf,410,adsf,adsf,adsf,adsf,300
768,Togo,620,adsf,adsf,adsf,adsf,540,adsf,adsf,adsf,adsf,440,adsf,adsf,adsf,adsf,370,adsf,adsf,adsf,adsf,300
776,Tonga,67,adsf,adsf,adsf,adsf,86,adsf,adsf,adsf,adsf,87,adsf,adsf,adsf,adsf,100,adsf,adsf,adsf,adsf,110
780,Trinidad and Tobago,86,adsf,adsf,adsf,adsf,90,adsf,adsf,adsf,adsf,59,adsf,adsf,adsf,adsf,59,adsf,adsf,adsf,adsf,46
788,Tunisia,130,adsf,adsf,adsf,adsf,110,adsf,adsf,adsf,adsf,84,adsf,adsf,adsf,adsf,68,adsf,adsf,adsf,adsf,56
792,Turkey,67,adsf,adsf,adsf,adsf,51,adsf,adsf,adsf,adsf,39,adsf,adsf,adsf,adsf,28,adsf,adsf,adsf,adsf,20
795,Turkmenistan,82,adsf,adsf,adsf,adsf,94,adsf,adsf,adsf,adsf,91,adsf,adsf,adsf,adsf,76,adsf,adsf,adsf,adsf,67
800,Uganda,600,adsf,adsf,adsf,adsf,590,adsf,adsf,adsf,adsf,530,adsf,adsf,adsf,adsf,420,adsf,adsf,adsf,adsf,310
