CountryCode,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
308,Grenada, , , , , , , , , , , , , , , , , , , , , ,64.8, 
320,Guatemala, , , , , , , , , , , , , , , , , , , ,21.8, , , 
324,Guinea, , , , , , , , , , , , , , , ,16.9, , , , , , , 
624,Guinea-Bissau, , , , , , , , , , ,8.4, , , , , ,17.7, , , ,14.9, , 
328,Guyana, , , , , , , , , , ,35.6, , , , ,52.6,50.3, , ,54.1, , , 
332,Haiti, , , , , , , , , , ,15.4, , , , , ,33.9, , , , , , 
340,Honduras, , , , , , , , , , , , , , , , ,29.9, , , , , , 
356,India, , , , , , , , , , , ,21, , , , ,19.9, , , , , , 
360,Indonesia, , , , , , , , , , ,7, , ,0.9, , , ,9.5, , , , , 
368,Iraq, , , , , , , , , , , , , , , , ,2.9, , , , , , 
388,Jamaica, , , , , , , , , , , , , , , ,59.8, , , , , , , 
400,Jordan, , , , , , , , , , , , ,2.5, , , , ,12.9, , , , , 
398,Kazakhstan, , , , , , , , , , , , , , , , ,22.4, , , , ,36.2, 
404,Kenya, , , ,4.3, , , , , , ,26.4, , ,33.8, , , , , ,46.6, , , 
296,Kiribati, , , , , , , , , , , , , , , , , , , ,44.4, , , 
408,"Korea, Democratic People's Republic of", , , , , , , , , , , , , , , , , , , ,7.9, , , 
417,Kyrgyzstan, , , , , , , , , , , , , , , , ,20.3, , , , , , 
426,Lesotho, , , , , , , , , , ,17.6, , , ,25.8, , , , ,38.6, , , 
430,Liberia, , , , , , , , , , , , , , , , , ,20.5, , , , , 
450,Madagascar, , , , , , , ,2.5, , , , , , ,19.4, , , , ,22.5, , , 
454,Malawi, , ,1, , , , , , , ,34.2, , , ,23.6, ,42.1, , , ,41.8, , 
462,Maldives, , , , , , , , , , , , , , , , , , , ,35, , , 
466,Mali, , , , , , , , , , , ,9.1, , , , ,17.9, , , ,14.6, , 
584,Marshall Islands, , , , , , , , , , , , , , , , , ,26.6, , , , , 
478,Mauritania, , , , , , , , , , , , , , , , , ,4.8, , , , , 
496,Mongolia, , , , , , , , , , ,32.1, , , , ,31.4, , , , ,31.6, , 
499,Montenegro, , , , , , , , , , , , , , , ,29.8, , , , , , , 
504,Morocco, , , , , , , , , , , , , , ,11.7, , , , , , , , 
508,Mozambique, , , , , , , , , , , , , ,20, , , , ,13.9,35.7, , , 
104,Myanmar, , , , , , , , , , , , , , , , , , , , ,31.8, , 
516,Namibia, , , , , , , , , , ,30.9, , , , , , ,64.9, , , , , 
520,Nauru, , , , , , , , , , , , , , , , , ,13.3, , , , , 
524,Nepal, , , , , , , , , , , , , , , , ,27.6, , , , ,25.8, 
558,Nicaragua, , , , , , , , , , , ,22.2, , , , , , , , , , , 
562,Niger, , , , , , , , , , ,4.7, , , , , ,13.4, , , , , , 
566,Nigeria, , , , , , , , , , , , , ,17.8, , , , ,22.2, , ,22.5, 
586,Pakistan, , , , , , , , , , , , , , , , , ,3.4, , , , , 
604,Peru, , , , , , , , , , , , , , , , , ,18.7, , , , , 
608,Philippines, , , , , , , , , , , , , ,11.8, , , , ,20.7, , , , 
498,Republic of Moldova, , , , , , , , , , ,18.9, , , , ,41.6, , ,42.2, , , , 
642,Romania, , , , , , , , , , , , , , ,3.3, , , , , , , , 
646,Rwanda, , , , , , , , , , ,23.4, , , , ,50.9, , , , ,52, , 
659,Saint Kitts and Nevis, , , , , , , , , , , , , , , , , , , , , ,52.6, 
882,Samoa, , , , , , , , , , , , , , , , , , , ,3, , , 
678,Sao Tome and Principe, , , , , , , , , , ,11.4, , , , , ,43.6, , ,42.6, , , 
686,Senegal, , , , , , , , , , ,12.9, , , , ,19.3, , , , , ,29.4, 
688,Serbia, , , , , , , , , , , , , , , ,42.3, , , , ,54.1, , 
694,Sierra Leone, , , , , , , , , , ,15.7, , , , ,17.1, , ,17.2, ,23.1, , 
90,Solomon Islands, , , , , , , , , , , , , , , , , ,29.3, , , , , 
706,Somalia, , , , , , , , , , , , , , , , ,3.7, , , , , , 
710,South Africa, , , , , , , , ,20, , , , , , , , , , , , , , 
728,South Sudan, , , , , , , , , , , , , , , , , , , , ,9.8, , 
740,Suriname, , , , , , , , , , ,26.5, , , , , ,41, , , ,41.9, , 
748,Swaziland, , , , , , , , , , ,24, , , , , , ,52.1, , ,58.2, , 
760,Syrian Arab Republic, , , , , , , , , , , , , , , , ,7.2, , , , , , 
762,Tajikistan, , , , , , , , , , ,1, , , , ,2.3, , , , ,13.9, , 
764,Thailand, , , , , , , , , , , , , , , , ,46.1, , , , , , 
807,Macedonia, , , , , , , , , , , , , , , ,26.6,26.6, , , , , , 
626,Timor-Leste, , , , , , , , , , , , , , , , , , , , ,12.2, , 
768,Togo, , , , , , , , , , ,20.2, , , , , ,15.3, , , ,33, , 
780,Trinidad and Tobago, , , , , , , , , , ,33.5, , , , , ,53.6, , , , , , 
795,Turkmenistan, , , , , , , , , , ,3.1, , , , , ,4.8, , , , , , 
798,Tuvalu, , , , , , , , , , , , , , , , , ,39.4, , , , , 
800,Uganda, , , , , , , , , , , ,28.5, , , ,29,31.9, , , , ,38.1, 
804,Ukraine, , , , , , , , , , , , , , , ,28.2, ,44.8, , , , , 
834,Tanzania, , , , , , ,22.9, , ,25.5, , , , ,44,45.2, , ,39.2, ,48.2, ,40.1
860,Uzbekistan, , , , , , , , , , ,3.4, ,8.4, , , ,31, , , , , , 
548,Vanuatu, , , , , , , , , , , , , , , , , ,15.4, , , , , 
704,Viet Nam, , , , , , , , , , ,25.4, , , , ,42.3,43.6, , , , ,51.1, 
887,Yemen, , , , , , , , , , , , , , , , ,1.5, , , , , , 
894,Zambia, , , , , , , , , , , , ,30.8, , ,40.5, ,34, ,37.8, , , 
716,Zimbabwe, , , , , , , , , , , , , , , , ,43.7, , ,53.3, ,51.9, 
