Id,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
52,Barbados,0.2,0.2,0.2,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
112,Belarus,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
56,Belgium,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3
84,Belize,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.6,0.9,1,1.2,1.4,1.6,1.7,1.9,2.1,2.2,2.2,2.2,2.2,2.1,2
204,Benin,0.1,0.1,0.2,0.3,0.5,0.6,0.8,1.1,1.4,1.4,1.5,1.4,1.4,1.3,1.2,1.2,1.2,1.1,1.1,1.1,1.1,1.1
64,Bhutan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
68,Bolivia,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.1
72,Botswana,5.3,7.3,9.6,12.2,15,17.6,20,22,23.6,24.6,25.3,25.7,25.7,25.4,25.1,24.7,24.4,24,23.6,23,22.7,22.3
76,Brazil,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3
100,Bulgaria,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
854,Burkina Faso,2.6,2.6,2.6,2.5,2.4,2.4,2.3,2.2,2.1,2,1.9,1.8,1.7,1.6,1.5,1.4,1.3,1.2,1.2,1.1,1.1,1
108,Burundi,1.7,2.1,2.6,3.2,3.8,4,4.1,4.1,3.9,3.7,3.4,3.1,2.8,2.6,2.3,2.1,1.9,1.7,1.6,1.4,1.3,1.2
116,Cambodia,0.2,0.3,0.5,0.7,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.5
120,Cameroon,0.7,1,1.4,1.8,2.2,2.7,3.1,3.6,4,4.3,4.6,4.7,4.7,4.8,4.8,4.8,4.7,4.6,4.6,4.5,4.4,4.3
124,Canada,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3
132,Cape Verde,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
140,Central African Republic,5.1,5.5,6,6.4,6.7,6.9,7.2,7.3,7.4,7.3,7.2,7.1,6.8,6.6,6.3,6,5.4,4.7,4.2,3.8,3.5,3.2
148,Chad,1.5,1.6,1.8,1.9,2.1,2.3,2.5,2.6,2.7,2.8,3,3,3.1,3.1,3,3,3,2.9,2.8,2.8,2.7,2.7
152,Chile,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
156,China,,,,,,,,,,,,,,,,,,,,,,0.1
170,Colombia,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
174,Comoros,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
178,Congo,4.2,4.3,4.3,4.2,4.1,4,3.9,3.8,3.6,3.5,3.4,3.3,3.2,3.1,3.1,3,3,3,2.9,2.9,2.9,2.9
188,Costa Rica,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
384,Cote d'Ivoire,4.1,4.6,5,5.4,5.7,5.9,6.1,6.1,6.1,6,5.9,5.6,5.3,5,4.6,4.3,3.9,3.6,3.3,3.1,2.9,2.7
191,Croatia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
192,Cuba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
203,Czech Republic,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
180,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,
208,Denmark,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
262,Djibouti,0.2,0.3,0.5,0.8,1.1,1.3,1.6,1.8,2,2.1,2.2,2.2,2.1,2,1.9,1.8,1.6,1.5,1.4,1.3,1.2,1.1
214,Dominican Republic,0.3,0.3,0.4,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.6,0.6
218,Ecuador,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.2
818,Egypt,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
222,El Salvador,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
226,Equatorial Guinea,0.3,0.4,0.5,0.5,0.6,0.7,0.9,1.1,1.3,1.5,1.7,1.9,2.1,2.4,2.6,2.9,3.1,3.3,3.5,3.8,4,4.3
232,Eritrea,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.6,0.6,0.6,0.7,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.4,0.4,0.4,0.4
233,Estonia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,0.9,1,1,1,1,1.1
231,Ethiopia,1,1.3,1.7,2.1,2.5,2.8,3,3.2,3.3,3.4,3.4,3.3,3.1,2.9,2.7,2.4,2.2,1.9,1.7,1.6,1.4,1.3
242,Fiji,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
246,Finland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
250,France,0.3,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
266,Gabon,0.6,0.8,1,1.2,1.5,1.8,2.1,2.5,2.8,3.1,3.3,3.6,3.7,3.8,3.8,3.8,3.9,3.9,3.8,3.8,3.7,3.6
270,Gambia,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7
268,Georgia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
276,Germany,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
288,Ghana,0.7,0.8,1,1.1,1.3,1.5,1.6,1.7,1.8,1.8,1.9,1.9,1.9,1.8,1.8,1.7,1.6,1.6,1.5,1.4,1.3,1.3
300,Greece,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
320,Guatemala,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,0.2
324,Guinea,0.2,0.3,0.3,0.4,0.5,0.6,0.7,0.7,0.8,0.9,1,1.1,1.2,1.2,1.2,1.3,1.2,1.2,1.2,1.2,1.1,1.1
624,Guinea-Bissau,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.5,0.7,0.8,0.9,1,1.1,1.2,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1
328,Guyana,0.2,0.2,0.3,0.3,0.4,0.5,0.6,0.8,1,1.2,1.3,1.3,1.3,1.2,1.1,1.1,1,0.9,0.9,0.9,0.8,0.8
332,Haiti,2.2,2.5,2.6,2.6,2.6,2.6,2.5,2.5,2.4,2.3,2.2,2.2,2.1,2,1.9,1.9,1.8,1.7,1.6,1.6,1.5,1.5
340,Honduras,1.1,1.5,1.8,2.1,2.2,2.2,2.1,2,1.8,1.7,1.5,1.4,1.2,1.1,0.9,0.8,0.8,0.7,0.6,0.6,0.5,0.5
348,Hungary,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
352,Iceland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
356,India,,,,,,,,,,,,,,,,,,,,,,
360,Indonesia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
364,Iran (Islamic Republic of),0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
372,Ireland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
376,Israel,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
380,Italy,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
388,Jamaica,0.2,0.4,0.6,0.8,1,1.4,1.7,1.9,2,2,2,1.9,1.9,1.8,1.7,1.6,1.6,1.5,1.5,1.5,1.4,1.4
392,Japan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
398,Kazakhstan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
404,Kenya,2.2,3.3,4.8,6.4,7.8,8.9,9.5,9.5,9.3,9,8.6,8.2,7.8,7.3,6.9,6.6,6.3,6.1,6.1,6,6,5.9
408,"Korea, Democratic People's Republic of",,,,,,,,,,,,,,,,,,,,,,
410,"Korea, Republic of",0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
417,Kyrgyzstan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3
418,Lao People's Democratic Republic,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
428,Latvia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5
422,Lebanon,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
426,Lesotho,0.6,1.2,2.4,4.6,7.5,11.2,15.1,18.3,20.5,21.8,22.4,22.4,22.4,22.2,22,21.9,21.8,21.8,22,22.2,22.3,22.5
430,Liberia,0.2,0.3,0.4,0.5,0.7,0.9,1.1,1.2,1.3,1.4,1.6,1.7,1.7,1.7,1.7,1.6,1.5,1.4,1.2,1.1,0.9,0.8
440,Lithuania,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
442,Luxembourg,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
450,Madagascar,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
454,Malawi,6.4,7.4,8.4,9.3,10.1,10.7,11.2,11.7,12.1,12.4,12.7,12.8,12.8,12.8,12.6,12.2,11.7,11.3,10.8,10.3,9.9,9.5
458,Malaysia,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4
462,Maldives,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
466,Mali,0.5,0.6,0.7,0.8,0.9,1,1.1,1.2,1.3,1.3,1.3,1.3,1.3,1.2,1.2,1.1,1.1,1,1,0.9,0.9,0.8
470,Malta,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
478,Mauritania,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6
480,Mauritius,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.7,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7
484,Mexico,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
496,Mongolia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
504,Morocco,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
508,Mozambique,0.1,0.2,0.3,1,2.8,3.8,5,5.9,6.7,7.3,8,8.7,9.2,9.6,9.8,10,10,10.1,10,10.1,10,10
104,Myanmar,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.5,0.5
516,Namibia,1,1.4,2.1,2.9,4,5.2,6.6,8.1,9.4,10.5,11.6,12.4,12.7,12.6,12.3,12,11.7,11.3,11.1,11,10.9,10.8
524,Nepal,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2
528,Netherlands,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
554,New Zealand,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
558,Nicaragua,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
562,Niger,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7
566,Nigeria,0.3,0.5,0.7,1,1.3,1.6,1.9,2.2,2.5,2.7,2.9,3,3.1,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
578,Norway,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
512,Oman,,,,,,,,,,,,,,,,,,,,,,
586,Pakistan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
591,Panama,0.2,0.3,0.5,0.6,0.8,1,1.1,1.1,1.1,1.1,1,0.9,0.9,0.8,0.7,0.6,0.6,0.6,0.5,0.5,0.5,0.5
598,Papua New Guinea,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
600,Paraguay,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
604,Peru,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2
608,Philippines,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
616,Poland,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
620,Portugal,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,0.6
498,Republic of Moldova,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5
642,Romania,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
643,Russian Federation,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.5,0.5,0.6,0.6,0.6,0.6,0.7,0.7,0.7,0.7,0.8,0.8
646,Rwanda,4.2,4.3,4.5,4.6,4.6,4.5,4.4,4.2,4,3.9,3.8,3.6,3.4,3.2,3,2.9,2.8,2.7,2.7,2.7,2.7,2.6
678,Sao Tome and Principe,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.5,0.7,0.8,0.9,0.9,0.9,0.9,0.8,0.8,0.7,0.7,0.6
686,Senegal,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6
688,Serbia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
694,Sierra Leone,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.5,0.6,0.8,1,1.1,1.2,1.3,1.3,1.3,1.3,1.3,1.2
702,Singapore,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
703,Slovakia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
705,Slovenia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
706,Somalia,0.2,0.3,0.3,0.4,0.4,0.5,0.5,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.4
710,South Africa,0.4,0.7,1.1,1.8,2.9,4.4,6.4,8.5,10.6,12.4,14,15.1,15.8,16.2,16.4,16.5,16.5,16.5,16.4,16.4,16.5,16.6
728,South Sudan,,,,,,,,,,,,,,,,,,,,,,2.1
724,Spain,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
144,Sri Lanka,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
729,Sudan,,,,,,,,,,,,,,,,,,,,,,
740,Suriname,1,1.4,1.7,2,2.2,2.3,2.3,2.3,2.3,2.2,2,1.8,1.6,1.5,1.3,1.2,1,0.9,0.8,0.8,0.7,0.7
748,Swaziland,2.4,3.3,4.5,5.9,7.6,9.5,11.6,13.8,15.8,17.6,19.3,20.8,21.9,22.9,23.6,24.1,24.4,24.6,24.8,24.8,24.8,24.8
752,Sweden,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
756,Switzerland,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
762,Tajikistan,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2
764,Thailand,0.8,1.3,1.7,2,2.1,2.1,2.1,2,2,1.8,1.8,1.7,1.6,1.5,1.5,1.4,1.4,1.3,1.3,1.2,1.2,1.1
768,Togo,1.1,1.3,1.5,1.7,1.9,2.1,2.3,2.5,2.7,2.9,3,3.1,3.2,3.2,3.2,3.2,3.1,3,2.9,2.8,2.8,2.7
780,Trinidad and Tobago,0.2,0.2,0.3,0.4,0.5,0.7,0.8,0.9,1,1.1,1.2,1.2,1.2,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.4,1.4
788,Tunisia,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
792,Turkey,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
800,Uganda,12.4,11.9,11.4,10.8,10.2,9.5,8.7,8.1,7.5,6.9,6.5,6.2,6,5.9,5.9,5.9,6,6.1,6.2,6.4,6.7,6.9
804,Ukraine,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.5,0.6,0.6,0.7,0.7,0.7,0.8,0.8,0.8,0.7,0.7,0.6,0.6
826,United Kingdom,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
834,United Republic of Tanzania,4.6,5.6,6.4,7,7.5,7.7,7.8,7.7,7.5,7.3,7.1,6.8,6.6,6.3,6,5.8,5.7,5.5,5.4,5.4,5.4,5.4
840,United States,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
858,Uruguay,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2
860,Uzbekistan,,,,,,,,,,,,,,,,,,,,,,
862,Venezuela,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3
